Ticker,Sector,Industry,RS (%),1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,RS Rank (P),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
JD,Consumer Cyclical,Internet Retail,38.68,50.95,-11.85,-20.09,-25.7,-34.01,96.84,43.83,32.06,29.56,1.32,99.62,2.8,9.16,711.043,15.65
NGNE,Healthcare,Biotechnology,38.55,39.97,12.97,20.75,80.26,43.8,96.82,49.43,39.9,38.82,1.52,391.82,-3.66,303.7,0.106,
WLDN,Industrials,Engineering & Construction,38.2,36.59,35.35,9.32,21.49,-5.06,96.8,43.18,39.23,33.43,2.3,2.27,1.24,5.89,40.659,34.82
MOD,Consumer Cyclical,Auto Parts,38.19,41.99,15.7,38.7,73.75,53.34,96.78,134.2,118.77,105.41,0.96,48.02,3.06,11.83,46.652,43.86
EXK,Basic Materials,Other Precious Metals & Mining,38.18,38.06,-0.66,35.4,-5.45,-43.09,96.76,4.36,3.54,3.47,0.91,-133.71,-0.06,8.6,1.017,
BBAR,Financial Services,Banks—Regional,38.11,27.73,40.93,17.32,49.19,-6.64,96.74,12.35,10.79,9.9,0.82,182.95,0.64,9.36,11750.883,19.3
CNK,Communication Services,Entertainment,38.0,26.58,43.46,12.37,6.03,-17.65,96.72,29.68,27.71,22.07,1.26,-68.3,1.03,8.18,23.658,28.82
CEG,Utilities,Utilities—Renewable,37.91,51.26,1.86,28.74,50.01,10.46,96.7,266.22,220.43,206.11,1.28,70.0,7.51,-3.81,74.038,35.45
UPST,Financial Services,Credit Services,37.86,23.17,9.88,-34.92,-29.63,10.73,96.68,47.02,39.89,29.63,0.96,26.97,-2.32,0.89,6.668,
CORT,Healthcare,Biotechnology,37.71,39.92,13.53,-4.34,-14.88,-12.38,96.66,45.43,38.78,32.02,1.26,45.35,1.13,18.72,5.553,40.2
NVDA,Technology,Semiconductors,37.56,30.79,20.64,63.31,54.6,21.82,96.64,134.8,119.71,110.18,0.92,59.55,2.13,28.46,3.91,63.29
EAT,Consumer Cyclical,Restaurants,37.55,41.57,30.36,39.66,5.5,-0.88,96.62,83.48,73.39,64.44,0.8,65.88,3.4,13.16,99.439,24.55
VRT,Industrials,Electrical Equipment & Parts,37.51,32.65,0.78,37.57,87.65,55.63,96.6,111.84,88.0,88.03,0.96,78.41,1.27,12.19,18.992,88.06
PLSE,Healthcare,Medical Instruments & Supplies,37.46,32.42,63.82,30.97,-8.41,43.41,96.59,17.08,17.86,13.21,0.75,25.68,-0.79,3.7,,
HWKN,Basic Materials,Specialty Chemicals,37.39,34.6,37.51,15.49,17.58,18.83,96.57,130.58,122.55,99.16,0.84,19.41,3.85,14.41,44.331,33.92
VITL,Consumer Defensive,Farm Products,37.37,29.01,16.79,97.16,58.09,3.16,96.55,39.77,33.04,34.42,1.37,56.03,1.06,12.56,12.945,37.52
SMTC,Technology,Semiconductors,37.34,32.7,37.4,13.41,28.34,-22.71,96.52,44.0,40.6,35.63,1.04,-124.82,-13.58,9.35,12.622,
ICUI,Healthcare,Medical Instruments & Supplies,37.34,39.94,36.43,-9.17,-32.97,-40.61,96.52,178.72,169.05,129.56,0.89,10.52,-2.91,7.23,95.155,
SRTS,Healthcare,Medical Devices,37.3,33.71,30.09,35.82,-1.98,-38.81,96.49,6.62,6.22,5.36,0.66,30.45,0.41,5.32,2.233,16.15
SGRP,Industrials,Specialty Business Services,37.24,44.15,56.04,51.68,49.4,-21.8,96.47,2.42,2.14,2.0,0.66,60.61,0.53,-9.44,10.96,4.57
PRAX,Healthcare,Biotechnology,36.96,40.5,31.12,8.85,78.86,-2.12,96.45,65.0,57.03,51.86,1.12,77.35,-5.59,-20.32,0.139,
AGBA,Financial Services,Asset Management,36.63,95.11,65.65,121.58,-62.66,-72.73,96.42,1.14,1.2,1.17,4.4,38.31,-0.34,-90.99,0.278,
CVLT,Technology,Software—Application,36.63,31.62,32.96,25.26,16.79,1.35,96.42,162.7,151.69,125.29,1.01,-105.14,3.87,7.97,19.771,42.04
PPIH,Industrials,Building Products & Equipment,36.54,48.11,16.77,-11.31,-17.61,-14.52,96.39,13.44,11.41,9.54,0.85,90.65,1.9,-1.4,19.878,7.07
WULF,Financial Services,Capital Markets,36.52,46.87,42.4,124.94,11.77,16.99,96.37,4.21,4.31,3.61,1.21,107.95,-0.18,22.03,0.439,
STRL,Industrials,Engineering & Construction,36.48,31.37,6.21,12.5,33.64,25.23,96.35,157.1,128.69,118.94,0.88,60.71,5.18,16.35,67.022,30.33
OCUL,Healthcare,Biotechnology,36.43,41.24,35.49,14.33,45.54,-10.4,96.33,9.78,8.9,7.54,2.11,29.98,-1.09,11.33,0.529,
GNFT,Healthcare,Biotechnology,36.17,23.3,1.99,-2.35,-16.81,-8.77,96.32,6.06,4.71,4.23,3.24,,0.4,69.76,1.619,15.15
SITM,Technology,Semiconductors,36.07,34.04,4.8,2.16,-34.75,-11.67,96.3,185.0,153.7,127.36,0.78,20.33,-4.13,17.04,6.831,
WVE,Healthcare,Biotechnology,35.99,34.78,-12.86,-9.08,8.27,-1.75,96.28,8.61,6.45,5.99,0.7,-65.07,-0.57,-36.59,0.929,
AMSC,Industrials,Specialty Industrial Machinery,35.94,39.58,21.12,89.4,30.63,54.95,96.26,24.0,21.57,19.71,1.47,34.74,-0.25,7.22,4.914,
JCSE,Industrials,Specialty Industrial Machinery,35.78,28.9,15.58,-21.07,-51.46,-51.25,96.24,1.42,1.22,1.0,1.49,,0.08,,3.602,17.75
STEP,Financial Services,Asset Management,35.6,39.93,32.32,18.93,8.91,6.59,96.22,59.97,55.01,45.71,0.72,35.52,0.77,7.25,11.193,77.88
PRTH,Technology,Software—Infrastructure,35.48,37.25,24.2,17.94,-20.51,-16.66,96.2,6.34,5.89,4.74,0.49,-15.43,-0.65,11.75,10.412,
NMM,Industrials,Marine Shipping,35.38,43.21,26.3,40.74,44.44,13.31,96.18,61.33,54.68,49.45,0.56,50.29,12.89,8.08,42.7,4.76
AQST,Healthcare,Drug Manufacturers—Specialty & Generic,35.22,40.51,34.81,-14.73,63.49,37.17,96.16,4.89,4.53,3.73,0.84,207.95,-0.36,41.45,0.787,
PTGX,Healthcare,Biotechnology,35.06,36.33,43.64,24.75,9.02,-0.17,96.14,45.08,43.46,35.3,1.02,-206.05,2.72,-1810.87,5.278,16.57
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",34.93,35.8,39.09,-11.93,57.66,39.32,96.12,30.85,28.73,22.96,0.68,52.1,2.47,0.52,45.84,12.49
ORGN,Basic Materials,Chemicals,34.92,42.27,44.16,-39.76,-67.31,-79.93,96.1,1.42,1.48,1.07,0.47,-489.27,-0.08,-17.38,0.241,
LEE,Communication Services,Publishing,34.8,-25.07,-33.12,-11.81,-4.33,-42.73,96.07,16.11,9.38,11.13,6.19,-57.79,-3.02,1.11,104.972,
BOOT,Consumer Cyclical,Apparel Retail,34.8,43.03,29.03,21.95,8.9,-17.26,96.07,159.36,149.61,125.72,0.88,23.58,4.92,2.92,56.336,32.39
BWAY,Healthcare,Medical Devices,34.79,38.06,14.2,0.11,16.77,125.38,96.04,9.5,8.13,6.64,0.87,399.25,0.02,13.55,2.152,475.0
QTWO,Technology,Software—Application,34.79,33.71,33.41,23.72,29.64,17.45,96.04,82.14,75.8,64.8,0.95,65.34,-1.15,9.2,11.07,
SNCR,Technology,Software—Infrastructure,34.69,45.68,53.5,17.64,-7.64,-35.41,96.01,12.77,13.19,10.12,0.91,9757.94,-1.93,34.2,16.963,
SATS,Technology,Communication Equipment,34.48,27.65,32.33,2.12,-25.73,-31.14,95.99,24.95,22.18,18.81,1.3,-100.89,-9.15,-48.67,59.822,
CNX,Energy,Oil & Gas E&P,34.35,28.12,8.73,-3.71,5.81,1.66,95.97,36.29,29.6,26.19,1.35,-792.05,2.83,-18.15,8.579,12.82
ELVN,Healthcare,Biotechnology,34.01,35.08,14.43,18.03,4.69,-21.26,95.95,27.91,23.64,22.34,1.14,53.99,-1.91,3.7,,
JXN,Financial Services,Insurance—Life,33.92,33.65,24.84,23.73,39.44,17.43,95.93,99.01,89.11,78.4,0.97,-66.39,27.75,13.79,56.447,3.57
MTEK,Technology,Electronic Components,33.86,22.66,25.94,16.56,28.85,0.93,95.91,2.1,1.82,1.59,1.22,,-0.03,,0.884,
ANNX,Healthcare,Biotechnology,33.65,17.3,20.3,-1.47,43.14,9.1,95.89,7.38,6.3,5.73,1.66,62.3,-1.21,3.7,,
FENG,Communication Services,Internet Content & Information,33.38,41.04,21.3,39.91,8.03,-30.54,95.87,3.16,3.04,2.66,0.78,157.95,-0.54,1.69,56.873,
ONFO,Communication Services,Internet Content & Information,33.24,26.58,15.37,36.52,-59.25,-55.63,95.85,1.1,0.98,0.88,0.23,196.19,-1.43,20.92,1.154,
INOD,Technology,Information Technology Services,33.01,27.9,26.57,36.42,-34.5,-19.19,95.83,16.56,16.38,13.35,0.69,-5196.58,0.11,25.01,3.739,150.55
IONR,Basic Materials,Other Industrial Metals & Mining,32.95,16.47,-17.02,-33.48,-34.39,-54.0,95.81,6.55,4.72,4.71,1.83,,-0.12,,,
ALHC,Healthcare,Healthcare Plans,32.9,28.89,22.11,3.58,-36.63,0.09,95.79,11.45,10.23,8.13,1.29,90.65,-0.8,25.99,11.815,
TGLS,Basic Materials,Building Materials,32.84,26.65,18.17,1.02,11.61,0.45,95.78,74.66,64.64,56.27,1.19,28.28,3.12,11.16,17.334,23.93
NECB,Financial Services,Banks—Regional,32.83,19.53,19.12,-7.33,-13.57,5.25,95.76,27.3,23.47,19.43,2.06,45.92,3.59,4.87,7.827,7.6
XIN,Real Estate,Real Estate—Development,32.8,29.34,-6.41,-19.05,-20.25,-31.13,95.74,4.34,3.2,2.98,1.03,,7.6,,150.905,0.57
SOC,Energy,Oil & Gas Drilling,32.76,61.41,60.9,17.22,-11.16,4.74,95.72,20.52,19.75,15.57,2.01,-34.39,-2.61,3.7,,
IPW,Consumer Cyclical,Internet Retail,32.67,43.92,20.56,81.84,-43.81,-40.64,95.7,1.59,1.46,1.47,1.38,292.95,-0.05,-6.91,2.881,
QH,Technology,Software—Application,32.54,39.65,-69.78,-74.0,-67.23,-25.52,95.68,1.43,0.81,0.64,0.02,,-0.56,,520.024,
GWRE,Technology,Software—Application,32.43,33.96,29.33,15.33,8.99,16.22,95.66,185.82,164.52,138.68,1.23,57.95,-0.07,22.62,11.915,
FICO,Technology,Software—Application,32.42,27.46,27.8,20.59,10.88,23.15,95.63,2031.0,1838.12,1524.21,1.31,38.9,19.09,12.04,66.77,106.39
OXBR,Financial Services,Insurance—Reinsurance,32.42,51.96,30.85,43.96,-25.87,-36.38,95.63,2.45,2.41,2.07,2.37,330.27,-1.99,4857.67,-1.409,
PDEX,Healthcare,Medical Instruments & Supplies,32.38,42.57,16.75,-15.85,-10.77,3.59,95.6,29.39,24.78,20.76,0.85,150.1,0.6,22.02,15.389,48.98
CALM,Consumer Defensive,Farm Products,32.32,25.94,11.04,0.83,8.36,-0.16,95.58,90.45,74.73,65.68,1.71,62.84,8.73,21.83,54.437,10.36
KARO,Technology,Software—Application,32.3,21.75,29.3,10.32,-3.53,-5.26,95.56,43.7,38.87,32.78,1.69,43.79,1.47,4.99,138.674,29.73
ACIW,Technology,Software - Infrastructure,31.82,32.97,35.84,18.28,8.98,7.33,95.54,52.66,49.54,40.88,1.37,96.33,1.7,1.34,14.238,30.98
ILAG,Industrials,Building Products & Equipment,31.74,36.53,69.03,-52.27,-52.15,-38.68,95.52,1.03,1.03,0.68,0.55,,-0.19,,0.357,
DOCS,Healthcare,Health Information Services,31.73,35.93,24.03,-10.09,-19.88,-12.39,95.51,43.31,39.12,31.0,0.91,32.95,0.8,6.06,2.626,54.14
CVKD,Healthcare,Biotechnology,31.68,18.57,-18.85,-40.56,-47.56,-55.86,95.49,13.5,9.77,7.96,1.09,-15.2,-4.8,3.7,,
SUPV,Financial Services,Banks—Regional,31.64,25.31,44.77,31.59,63.97,14.97,95.47,7.93,7.5,6.75,0.96,-14.32,1.14,-4.12,6010.19,6.96
FIP,Industrials,Conglomerates,31.45,37.5,27.69,69.78,48.66,-0.05,95.45,9.6,9.23,8.43,0.57,32.95,-2.08,6.72,3.173,
REE,Consumer Cyclical,Auto Parts,31.26,43.52,-38.93,-35.87,-41.11,-52.47,95.43,7.11,4.81,4.46,0.2,34.76,-8.84,-2062499999999996.5,0.075,
LTH,Consumer Cyclical,Leisure,31.11,31.28,35.13,5.1,-22.4,-23.91,95.4,25.27,24.39,19.44,0.81,138.67,0.53,13.96,12.21,47.68
YRD,Financial Services,Credit Services,31.11,54.19,2.92,7.88,41.95,38.85,95.4,6.49,5.14,4.93,1.84,11.11,3.23,12.12,62.45,2.01
FIX,Industrials,Engineering & Construction,31.04,29.9,7.96,11.77,45.72,11.09,95.37,415.67,358.0,329.07,1.01,58.58,11.93,22.74,170.085,34.84
FNKO,Consumer Cyclical,Leisure,31.01,34.9,13.33,8.85,-38.94,-26.96,95.35,12.23,11.01,9.03,0.76,392.95,-0.82,-4.07,21.195,
CLS,Technology,Electronic Components,30.91,14.28,-4.51,45.36,74.31,39.47,95.33,63.06,51.02,51.13,1.63,42.4,3.06,12.61,73.758,20.61
ALNY,Healthcare,Biotechnology,30.87,25.37,24.44,25.14,-25.95,-10.07,95.31,284.32,268.62,209.95,0.94,42.57,-0.57,16.27,18.617,
TRGP,Energy,Oil & Gas Midstream,30.68,26.9,28.6,19.3,19.67,-0.73,95.29,165.76,148.75,130.12,1.31,48.47,4.76,-10.43,73.064,34.82
PGRU,Communication Services,Internet Content & Information,30.65,32.42,43.17,14.45,-17.61,-24.15,95.27,6.62,6.49,5.29,0.32,-179.34,-0.1,6.8,0.965,
AXON,Industrials,Aerospace & Defense,30.55,29.09,19.21,3.01,19.23,7.22,95.25,434.98,385.4,328.15,1.01,-45.75,3.78,15.06,24.079,115.07
NTRA,Healthcare,Diagnostics & Research,30.47,33.61,30.49,39.49,47.56,12.15,95.24,130.06,123.23,109.28,0.99,146.7,-2.45,25.22,11.38,
RVMD,Healthcare,Biotechnology,30.07,23.92,18.33,6.74,0.26,0.31,95.22,50.48,44.49,40.49,1.42,36.19,-3.72,-1854999999999996.5,0.005,
NVAX,Healthcare,Biotechnology,29.9,43.54,34.39,41.97,-41.57,-40.25,95.2,12.53,12.65,11.24,1.01,316.53,-2.62,115.46,7.659,
CYH,Healthcare,Medical Care Facilities,29.79,37.51,53.61,-12.78,-20.86,-23.21,95.18,5.43,5.48,4.22,1.14,122.95,-0.76,3.79,95.58,
MMYT,Consumer Cyclical,Travel Services,29.75,30.6,37.49,40.62,64.15,26.48,95.16,100.99,98.48,85.0,1.17,52.64,1.76,23.95,7.539,57.38
TCOM,Consumer Cyclical,Travel Services,29.72,39.12,4.49,5.08,13.75,-2.64,95.14,65.03,51.22,49.66,1.49,41.6,2.93,7.9,74.603,22.19
MTTR,Technology,Software—Application,29.64,30.22,27.61,32.83,-29.83,-21.96,95.12,4.78,4.43,3.99,0.9,-76.35,-0.85,7.76,0.523,
WWW,Consumer Cyclical,Footwear & Accessories,29.55,42.52,23.49,12.78,-21.27,-42.58,95.1,16.52,14.88,13.19,0.89,279.77,-1.05,-10.2,23.519,
SEI,Energy,Oil & Gas Equipment & Services,29.42,27.53,13.36,-20.64,-11.44,-22.03,95.08,13.96,12.54,10.51,0.94,57.95,0.66,11.25,9.563,21.15
STRT,Consumer Cyclical,Auto Parts,29.4,26.67,27.61,-9.56,-2.45,-3.12,95.06,38.99,36.9,28.65,0.51,-3.23,4.07,10.1,135.287,9.58
HWM,Industrials,Aerospace & Defense,29.17,29.73,28.42,15.51,14.44,7.06,95.04,103.82,97.19,83.69,0.84,48.0,2.25,9.72,17.3,46.14
LE,Consumer Cyclical,Apparel Retail,29.15,28.54,13.19,18.88,18.05,0.08,95.02,17.06,15.63,14.39,1.33,544.72,-4.16,-9.98,45.736,
ATAT,Consumer Cyclical,Lodging,29.03,33.03,-1.73,-13.48,-14.1,-24.26,95.0,27.43,21.15,19.03,1.2,52.63,1.06,23.65,44.058,25.88
GLNG,Energy,Oil & Gas Midstream,29.0,30.31,12.74,21.87,-1.05,-5.69,94.98,38.96,34.43,30.26,0.79,143.15,1.32,-2.82,2.632,29.52
PETQ,Healthcare,Drug Manufacturers—Specialty & Generic,28.95,30.73,39.45,4.43,-6.04,11.55,94.97,30.87,30.66,23.41,0.52,91.13,0.37,19.69,38.718,83.43
CADL,Healthcare,Biotechnology,28.91,46.89,59.86,84.36,329.41,-6.83,94.95,6.02,6.4,6.51,0.96,-52.63,-1.7,3.7,,
BEKE,Real Estate,Real Estate Services,28.7,49.99,-10.66,-13.77,-20.79,-16.12,94.93,22.41,16.94,15.75,1.8,118.08,0.5,32.44,67.516,44.82
PWP,Financial Services,Capital Markets,28.65,25.58,21.96,13.71,26.05,8.18,94.91,21.3,19.37,16.91,1.04,-85.07,-2.73,53.6,15.129,
BV,Industrials,Specialty Business Services,28.63,28.43,29.51,15.25,34.92,-0.76,94.89,16.39,15.45,13.72,1.36,1021.84,0.23,9.92,29.485,71.26
IRM,Real Estate,REIT—Specialty,28.42,28.66,30.75,13.36,8.89,5.32,94.87,120.34,114.06,94.94,0.82,-67.05,0.78,9.17,19.885,154.28
CDE,Basic Materials,Gold,28.34,31.72,23.17,60.0,45.72,-14.98,94.85,6.39,6.35,5.68,1.35,1557.82,-0.19,3.28,2.352,
UNFI,Consumer Defensive,Food Distribution,28.2,24.15,0.25,-29.61,-50.64,-41.23,94.83,20.63,15.85,13.3,1.22,50.6,-1.89,8.07,522.428,
VIRT,Financial Services,Capital Markets,28.03,27.11,36.19,-1.48,-1.71,2.08,94.81,32.55,30.9,25.62,0.88,76.39,1.99,14.46,20.318,16.36
VERI,Technology,Software—Infrastructure,27.97,27.65,-2.77,-21.06,83.36,-63.39,94.79,4.13,3.45,3.41,3.08,-15.47,-1.59,-2.75,3.534,
ACLX,Healthcare,Biotechnology,27.93,18.81,20.07,-5.52,19.24,26.63,94.77,86.2,74.44,62.78,1.1,27.53,-1.04,-28.45,2.843,
LNTH,Healthcare,Drug Manufacturers—Specialty & Generic,27.89,24.82,27.87,-0.78,-27.02,-20.79,94.75,112.19,105.08,88.74,0.79,-53.84,6.08,13.32,20.913,18.45
HTLF,Financial Services,Banks—Regional,27.88,23.13,29.14,7.54,-7.75,-1.55,94.73,59.18,55.25,46.62,0.91,180.01,1.41,26.72,12.757,41.97
HLNE,Financial Services,Asset Management,27.84,29.5,18.73,5.27,6.51,18.87,94.71,174.74,156.13,132.86,0.95,77.44,4.35,29.5,16.309,40.17
APLD,Technology,Information Technology Services,27.57,32.17,-14.5,12.64,-55.54,29.34,94.7,7.28,5.57,4.76,1.1,907.95,-1.23,31.52,1.505,
ESOA,Industrials,Engineering & Construction,27.55,24.72,33.27,8.89,61.3,67.34,94.68,10.2,9.44,7.96,0.87,265.5,1.45,1.26,21.239,7.03
DCTH,Healthcare,Medical Devices,27.53,37.32,68.66,47.81,-5.93,-19.85,94.66,8.32,8.87,7.46,0.77,82.17,-2.52,165.22,0.505,
PNRG,Energy,Oil & Gas E&P,27.47,21.95,6.4,-12.26,-11.76,0.49,94.64,160.17,136.1,116.35,1.57,84.5,18.56,48.93,98.685,8.63
ANET,Technology,Computer Hardware,27.44,23.56,7.84,31.21,27.52,23.03,94.62,416.93,364.99,328.29,1.23,40.43,7.71,10.82,20.221,54.08
CMCM,Communication Services,Internet Content & Information,27.43,34.11,9.88,14.98,37.93,-10.84,94.6,4.65,3.92,4.1,2.67,92.11,-2.51,7.34,23.754,
DSGN,Healthcare,Biotechnology,26.96,29.72,35.02,-11.53,-17.43,-54.44,94.58,5.0,4.97,4.33,0.68,43.67,-0.9,3.7,,
EME,Industrials,Engineering & Construction,26.84,25.06,11.55,18.08,47.04,4.45,94.56,450.45,399.52,377.29,0.87,57.5,17.43,10.4,291.89,25.84
RCL,Consumer Cyclical,Travel Services,26.72,18.67,13.15,14.91,16.15,28.12,94.54,195.69,169.25,153.86,1.11,69.16,9.18,10.94,59.766,21.32
COGT,Healthcare,Biotechnology,26.68,26.07,23.35,-12.89,-37.33,-56.54,94.52,11.25,10.43,8.71,1.1,38.04,-2.49,3.7,,
ZVRA,Healthcare,Biotechnology,26.64,13.72,24.62,-28.35,-20.18,5.64,94.49,8.16,7.43,5.85,1.24,-8.22,-1.71,-4.41,0.603,
ALDX,Healthcare,Biotechnology,26.64,26.23,47.09,-37.56,-30.57,-57.0,94.49,5.37,5.58,4.38,0.76,-27.05,-0.64,3.7,,
IOT,Technology,Software—Infrastructure,26.57,21.74,23.25,2.8,6.24,19.33,94.46,50.5,44.68,38.34,0.85,69.06,-0.49,20.06,2.005,
THC,Healthcare,Medical Care Facilities,26.45,30.16,42.47,30.79,18.31,4.15,94.44,155.82,159.37,135.56,1.28,-127.1,27.46,1.23,209.441,5.67
PHAT,Healthcare,Biotechnology,26.44,46.51,63.55,-13.81,-11.31,-24.74,94.43,15.09,15.89,12.31,1.31,3.76,-5.18,199.08,0.172,
BELFA,Technology,Electronic Components,26.3,24.94,15.02,10.89,13.86,19.02,94.41,103.55,91.53,81.92,0.8,50.6,4.94,-1.4,43.996,20.96
CDXC,Consumer Defensive,Packaged Foods,26.27,23.07,35.45,7.53,117.4,-13.96,94.39,3.55,3.43,3.27,1.22,3726.61,-0.03,9.97,1.137,
MTZ,Industrials,Engineering & Construction,26.11,28.28,6.26,3.18,-3.38,-27.32,94.37,127.39,115.55,106.45,1.09,2203.54,0.11,0.82,156.472,1158.09
PBI,Industrials,Integrated Freight & Logistics,26.09,24.7,28.21,34.25,-6.58,3.37,94.35,7.13,6.93,5.76,0.76,200.81,-1.51,0.34,18.522,
ATMU,Industrials,Pollution & Treatment Controls,25.93,23.48,14.87,0.14,28.76,-1.56,94.33,39.6,35.69,32.03,1.0,61.18,2.08,8.32,19.857,19.04
LC,Financial Services,Banks—Regional,25.84,19.85,23.41,-5.06,-3.15,0.81,94.31,12.43,11.39,9.75,1.45,69.8,0.38,1.98,9.768,32.71
RERE,Consumer Cyclical,Internet Retail,25.8,37.56,21.54,14.09,-30.63,-39.71,94.29,2.78,2.54,2.32,1.02,303.79,-0.08,7.46,59.574,
QSG,Consumer Defensive,Education & Training Services,25.71,32.85,-39.27,-60.23,-38.22,-79.27,94.27,3.57,2.13,2.41,6.78,-205.94,0.96,8.37,69.007,3.72
REAX,Real Estate,Real Estate Services,25.7,43.76,56.38,52.71,92.14,9.73,94.25,5.16,5.87,4.91,0.82,370.45,-0.18,48.82,5.143,
PIPR,Financial Services,Capital Markets,25.66,27.37,24.51,16.26,13.67,4.17,94.23,292.75,275.3,236.06,1.15,34.46,7.64,-1.11,93.687,38.32
HBI,Consumer Cyclical,Apparel Manufacturing,25.64,25.21,21.29,-12.05,-1.98,-24.49,94.21,7.24,6.68,5.61,0.83,-267.05,-0.36,-20.87,15.633,
GVA,Industrials,Engineering & Construction,25.62,27.49,23.43,9.58,14.83,7.34,94.19,81.78,75.93,65.83,1.12,97.66,2.01,17.48,86.53,40.69
VNO,Real Estate,REIT—Office,25.6,26.85,17.08,-10.33,8.85,26.22,94.17,39.66,35.85,29.6,1.01,692.95,0.09,-5.73,9.868,440.67
VKTX,Healthcare,Biotechnology,25.35,27.44,22.1,32.86,183.44,11.76,94.16,65.84,62.64,63.18,1.1,49.83,-0.93,3.7,,
ONON,Consumer Cyclical,Footwear & Accessories,25.31,32.2,24.24,1.99,-7.01,-13.44,94.14,50.0,47.02,40.35,0.72,-64.55,0.55,17.04,6.244,90.91
CDRO,Consumer Cyclical,Gambling,24.95,22.06,29.36,46.68,78.13,-7.04,94.12,8.51,7.94,7.62,3.0,,-0.73,,3.083,
MNKD,Healthcare,Biotechnology,24.77,26.88,25.09,4.67,-5.72,-22.66,94.1,6.48,5.98,5.22,0.7,-229.55,0.05,18.83,0.918,129.6
RDNT,Healthcare,Diagnostics & Research,24.75,27.6,29.15,30.5,28.46,11.29,94.08,68.58,66.46,59.09,1.04,-248.3,0.18,11.62,24.529,381.0
TATT,Industrials,Aerospace & Defense,24.57,22.68,23.9,20.57,15.17,38.8,94.06,18.0,16.71,14.54,0.97,46.0,0.72,14.06,13.671,25.0
KGC,Basic Materials,Gold,24.53,21.66,18.22,25.27,6.75,6.19,94.04,9.82,9.23,8.11,0.84,87.5,0.4,11.64,3.68,24.55
VBNK,Financial Services,Banks—Regional,24.26,12.65,15.53,-1.86,6.84,28.89,94.01,14.95,12.97,11.31,1.18,13.51,1.28,-1.43,4.385,11.68
ITI,Technology,Communication Equipment,24.26,25.9,35.37,-19.11,-6.78,0.05,94.01,7.18,7.1,5.4,0.43,56.71,0.03,8.8,4.055,239.33
NIXX,Industrials,Staffing & Employment Services,24.2,21.46,21.23,-6.94,-36.46,-56.41,93.98,2.51,2.24,1.96,1.05,81.17,-2.81,-30.89,0.375,
JEF,Financial Services,Capital Markets,24.1,24.63,19.73,10.01,5.77,5.62,93.96,64.24,59.71,51.46,1.15,61.88,2.34,12.38,28.582,27.45
TPB,Consumer Defensive,Tobacco,24.08,25.27,29.23,9.9,0.53,2.43,93.94,42.14,40.14,34.82,0.93,46.36,2.38,11.6,22.992,17.71
MAMA,Consumer Defensive,Packaged Foods,24.04,25.1,30.59,41.69,9.8,42.2,93.92,8.07,7.88,6.91,1.19,32.95,0.13,2.5,3.058,62.08
ROAD,Industrials,Engineering & Construction,23.94,17.46,7.08,5.14,32.57,13.61,93.9,73.54,65.84,59.23,1.02,156.21,1.34,21.33,33.93,54.88
PRIM,Industrials,Engineering & Construction,23.87,22.61,9.06,9.75,26.81,-1.61,93.89,61.47,56.0,51.81,1.3,60.73,2.84,7.57,112.639,21.64
NTGR,Technology,Communication Equipment,23.83,16.72,3.32,-8.02,-5.58,-14.19,93.87,20.85,18.03,15.61,1.01,11.08,-5.13,-17.05,23.69,
VNOM,Energy,Oil & Gas Midstream,23.73,21.32,19.22,3.81,15.32,0.1,93.85,52.09,46.87,41.41,0.74,15.21,2.92,-2.44,10.611,17.84
AAON,Industrials,Building Products & Equipment,23.72,20.76,6.71,5.31,17.06,8.0,93.83,112.45,97.82,88.1,0.94,46.98,2.23,11.34,14.709,50.43
CSTL,Healthcare,Diagnostics & Research,23.64,18.51,29.36,-23.64,-5.7,-4.73,93.8,31.31,29.35,24.18,1.09,757.34,-0.12,24.7,10.554,
SPOT,Communication Services,Internet Content & Information,23.64,25.6,20.93,26.74,51.78,19.41,93.8,373.7,350.28,317.53,1.05,168.15,2.5,8.93,73.372,149.48
VRDN,Healthcare,Biotechnology,23.6,27.41,-19.4,-37.01,-28.31,-16.35,93.77,23.63,18.96,15.81,0.64,37.12,-4.25,3.7,0.005,
GAIA,Communication Services,Entertainment,23.56,14.99,32.21,31.24,13.21,-7.98,93.75,5.15,4.7,4.39,1.88,-11.05,-0.26,7.96,3.73,
ORCL,Technology,Software—Infrastructure,23.47,21.86,8.95,7.24,-2.16,-9.88,93.73,175.77,153.72,137.07,0.92,39.49,3.88,2.59,19.553,45.3
SANG,Technology,Software—Infrastructure,23.41,21.93,18.02,3.59,18.55,-24.18,93.71,5.98,5.43,5.09,0.66,89.2,-0.26,2.24,7.437,
IBKR,Financial Services,Capital Markets,23.4,22.77,9.59,9.45,11.94,-3.21,93.69,151.14,130.99,122.76,1.26,37.98,6.32,10.18,44.522,23.91
TPG,Financial Services,Asset Management,23.34,25.55,10.87,-5.64,15.6,17.56,93.67,60.54,53.85,46.92,0.86,-374.74,-0.13,13.19,30.807,
DMAC,Healthcare,Biotechnology,23.3,28.97,28.91,-10.96,-6.55,7.39,93.65,4.25,4.05,3.27,1.69,32.95,-0.51,3.7,,
