Symbol,Name,Market Cap,Sector,Industry
SFST,"Southern First Bancshares, Inc.",$407.8 M,Financials,Banks
HBMD,"Howard Bancorp, Inc.",$406.8 M,Financials,Banks
TCDA,"Tricida, Inc.",$406.0 M,Healthcare,Drug Manufacturers—Specialty & Generic
LAND,Gladstone Land Corporation,$405.5 M,Real Estate,REIT—Industrial
ZEUS,"Olympic Steel, Inc.",$404.7 M,Basic Materials,Steel
ENOB,"Enochian Biosciences, Inc.",$404.2 M,Healthcare,Biotechnology
DLTH,Duluth Holdings Inc.,$403.6 M,Consumer Discretionary,Apparel Retail
CTT,"CatchMark Timber Trust, Inc.",$403.5 M,Real Estate,REIT—Specialty
INSG,Inseego Corp.,$403.1 M,Technology,Communication Equipment
SHBI,"Shore Bancshares, Inc.",$402.8 M,Financials,Banks
PGEN,"Precigen, Inc.",$400.6 M,Healthcare,Biotechnology
SPNE,SeaSpine Holdings Corporation,$399.9 M,Healthcare,Medical Devices
ATRO,Astronics Corporation,$399.2 M,Industrials,Aerospace & Defense
CTO,"CTO Realty Growth, Inc.",$397.5 M,Real Estate,Real Estate—Development
OPRT,Oportun Financial Corporation,$393.9 M,Financials,Credit Services
TRUE,"TrueCar, Inc.",$393.3 M,Communication Services,Internet Content & Information
TCMD,"Tactile Systems Technology, Inc.",$393.0 M,Healthcare,Medical Devices
DMTK,"DermTech, Inc.",$393.0 M,Healthcare,Diagnostics & Research
MPX,Marine Products Corporation,$392.4 M,Consumer Discretionary,Recreational Vehicles
PRPL,"Purple Innovation, Inc.",$391.1 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
RRBI,"Red River Bancshares, Inc.",$391.0 M,Financials,Banks
CZNC,Citizens & Northern Corporation,$390.6 M,Financials,Banks
PRTH,"Priority Technology Holdings, Inc.",$390.0 M,Technology,Information Technology Services
APEI,"American Public Education, Inc.",$388.8 M,Consumer Staples,Education & Training Services
SPKE,"Spark Energy, Inc.",$388.6 M,Utilities,Utilities—Regulated Electric
BSRR,Sierra Bancorp,$388.4 M,Financials,Banks
RDUS,"Radius Health, Inc.",$386.1 M,Healthcare,Drug Manufacturers—Specialty & Generic
WLDN,"Willdan Group, Inc.",$385.3 M,Industrials,Engineering & Construction
DZSI,DZS Inc.,$384.4 M,Technology,Communication Equipment
GCBC,"Greene County Bancorp, Inc.",$383.7 M,Financials,Banks
CASA,"Casa Systems, Inc.",$382.4 M,Technology,Communication Equipment
CMRX,"Chimerix, Inc.",$382.4 M,Healthcare,Biotechnology
GBIO,Generation Bio Co.,$382.2 M,Healthcare,Biotechnology
CBMG,"Cellular Biomedicine Group, Inc.",$381.8 M,Healthcare,Biotechnology
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",$380.6 M,Financials,Banks
BBCP,"Concrete Pumping Holdings, Inc.",$380.0 M,Industrials,Engineering & Construction
KOD,Kodiak Sciences Inc.,$377.1 M,Healthcare,Biotechnology
QUAD,"Quad/Graphics, Inc.",$376.0 M,Industrials,Specialty Business Services
VERU,Veru Inc.,$375.6 M,Healthcare,Biotechnology
NSCO,"Nesco Holdings, Inc.",$374.6 M,Industrials,Rental & Leasing Services
NODK,"NI Holdings, Inc.",$373.0 M,Financials,Insurance—Property & Casualty
GWRS,"Global Water Resources, Inc.",$372.0 M,Utilities,Utilities—Regulated Water
RDVT,"Red Violet, Inc.",$370.8 M,Technology,Software—Application
CIVB,"Civista Bancshares, Inc.",$370.2 M,Financials,Banks
ITIC,Investors Title Company,$368.9 M,Financials,Insurance—Specialty
GDP,Goodrich Petroleum Corporation,$368.9 M,Energy,Oil & Gas E&P
STRO,"Sutro Biopharma, Inc.",$368.5 M,Healthcare,Biotechnology
ORC,"Orchid Island Capital, Inc.",$368.4 M,Real Estate,REIT—Mortgage
ANIP,"ANI Pharmaceuticals, Inc.",$368.4 M,Healthcare,Drug Manufacturers—Specialty & Generic
ADMA,"ADMA Biologics, Inc.",$363.4 M,Healthcare,Biotechnology
IDYA,"IDEAYA Biosciences, Inc.",$362.6 M,Healthcare,Biotechnology
CSTE,Caesarstone Ltd.,$362.5 M,Industrials,Building Products & Equipment
STRS,Stratus Properties Inc.,$360.7 M,Real Estate,Real Estate—Diversified
LQDA,Liquidia Corporation,$357.5 M,Healthcare,Biotechnology
OCUL,"Ocular Therapeutix, Inc.",$356.6 M,Healthcare,Biotechnology
VLGEA,"Village Super Market, Inc.",$356.3 M,Consumer Staples,Grocery Stores
OMER,Omeros Corporation,$356.2 M,Healthcare,Biotechnology
KALV,"KalVista Pharmaceuticals, Inc.",$355.6 M,Healthcare,Biotechnology
HT,Hersha Hospitality Trust,$355.4 M,Real Estate,REIT—Hotel & Motel
ANIK,"Anika Therapeutics, Inc.",$354.3 M,Healthcare,Biotechnology
PFIS,Peoples Financial Services Corp.,$354.2 M,Financials,Banks
LAWS,"Lawson Products, Inc.",$353.1 M,Industrials,Industrial Distribution
EGAN,eGain Corporation,$348.1 M,Technology,Software—Application
CNTY,"Century Casinos, Inc.",$347.0 M,Consumer Discretionary,Resorts & Casinos
CVLG,"Covenant Logistics Group, Inc.",$345.9 M,Industrials,Trucking
HBCP,"Home Bancorp, Inc.",$345.8 M,Financials,Banks
HFFG,HF Foods Group Inc.,$344.7 M,Consumer Staples,Food Distribution
INS,Intelligent Systems Corporation,$344.2 M,Technology,Software—Application
NKTX,"Nkarta, Inc.",$344.0 M,Healthcare,Biotechnology
OOMA,"Ooma, Inc.",$342.6 M,Communication Services,Telecom Services
UFI,"Unifi, Inc.",$342.2 M,Consumer Discretionary,Textile Manufacturing
LNDC,Landec Corporation,$340.3 M,Consumer Staples,Packaged Foods
MPAA,"Motorcar Parts of America, Inc.",$340.2 M,Consumer Discretionary,Auto Parts
NR,"Newpark Resources, Inc.",$340.1 M,Energy,Oil & Gas Equipment & Services
VAPO,"Vapotherm, Inc.",$339.3 M,Healthcare,Medical Devices
MRNS,"Marinus Pharmaceuticals, Inc.",$339.0 M,Healthcare,Biotechnology
NATR,"Nature's Sunshine Products, Inc.",$338.8 M,Consumer Staples,Household & Personal Products
UTMD,"Utah Medical Products, Inc.",$338.1 M,Healthcare,Medical Instruments & Supplies
JNCE,"Jounce Therapeutics, Inc.",$337.6 M,Healthcare,Biotechnology
EZPW,"EZCORP, Inc.",$334.1 M,Financials,Credit Services
NAT,Nordic American Tankers Limited,$332.3 M,Industrials,Marine Shipping
SMMF,"Summit Financial Group, Inc.",$332.1 M,Financials,Banks
PSNL,"Personalis, Inc.",$331.7 M,Healthcare,Diagnostics & Research
TCI,"Transcontinental Realty Investors, Inc.",$331.4 M,Real Estate,Real Estate Services
PCB,PCB Bancorp,$329.9 M,Financials,Banks
III,"Information Services Group, Inc.",$329.8 M,Industrials,Consulting Services
NL,"NL Industries, Inc.",$329.3 M,Industrials,Security & Protection Services
HEAR,Turtle Beach Corporation,$327.5 M,Technology,Consumer Electronics
FNLC,"The First Bancorp, Inc.",$326.5 M,Financials,Banks
AKTS,"Akoustis Technologies, Inc.",$325.1 M,Technology,Communication Equipment
SSTI,"ShotSpotter, Inc.",$324.4 M,Technology,Software—Application
MLR,"Miller Industries, Inc.",$324.4 M,Consumer Discretionary,Auto Parts
AXGN,"AxoGen, Inc.",$321.5 M,Healthcare,Medical Devices
CATO,The Cato Corporation,$320.2 M,Consumer Discretionary,Apparel Retail
RLGT,"Radiant Logistics, Inc.",$316.3 M,Industrials,Integrated Freight & Logistics
FRBK,"Republic First Bancorp, Inc.",$316.0 M,Financials,Banks
EHTH,"eHealth, Inc.",$315.7 M,Financials,Insurance Brokers
BCBP,"BCB Bancorp, Inc.",$315.7 M,Financials,Banks
OYST,"Oyster Point Pharma, Inc.",$315.0 M,Healthcare,Biotechnology
PRTS,"CarParts.com, Inc.",$315.0 M,Consumer Discretionary,Internet Retail
BCOV,Brightcove Inc.,$314.2 M,Technology,Software—Application
RCKY,"Rocky Brands, Inc.",$312.9 M,Consumer Discretionary,Footwear & Accessories
CBNK,"Capital Bancorp, Inc.",$310.5 M,Financials,Banks
MCBC,Macatawa Bank Corporation,$310.4 M,Financials,Banks
KBAL,"Kimball International, Inc.",$309.6 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
RVI,Retail Value Inc.,$309.5 M,Real Estate,REIT—Retail
XERS,"Xeris Biopharma Holdings, Inc.",$309.3 M,Healthcare,Biotechnology
LEVL,"Level One Bancorp, Inc.",$308.3 M,Financials,Banks
UNTY,"Unity Bancorp, Inc.",$307.1 M,Financials,Banks
FLMN,Falcon Minerals Corporation,$306.6 M,Energy,Oil & Gas E&P
XOMA,XOMA Corporation,$303.3 M,Healthcare,Biotechnology
PFHD,Professional Holding Corp.,$302.8 M,Financials,Banks
ACNB,ACNB Corporation,$302.6 M,Financials,Banks
PLPC,Preformed Line Products Company,$302.5 M,Industrials,Electrical Equipment & Parts
IBEX,IBEX Limited,$298.6 M,Technology,Software—Application
ALLK,Allakos Inc.,$298.5 M,Healthcare,Biotechnology
PCSB,PCSB Financial Corporation,$298.2 M,Financials,Banks
BDSI,"BioDelivery Sciences International, Inc.",$297.5 M,Healthcare,Biotechnology
ATOM,Atomera Incorporated,$296.8 M,Technology,Semiconductor Equipment & Materials
CIX,CompX International Inc.,$296.2 M,Industrials,Security & Protection Services
PVBC,"Provident Bancorp, Inc.",$295.1 M,Financials,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",$294.1 M,Financials,Banks
CTRN,"Citi Trends, Inc.",$292.1 M,Consumer Discretionary,Apparel Retail
LCUT,"Lifetime Brands, Inc.",$291.8 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
ARAY,Accuray Incorporated,$291.3 M,Healthcare,Medical Devices
TLYS,"Tilly's, Inc.",$291.3 M,Consumer Discretionary,Apparel Retail
CYBE,CyberOptics Corporation,$290.7 M,Technology,Scientific & Technical Instruments
SGC,"Superior Group of Companies, Inc.",$289.3 M,Consumer Discretionary,Apparel Manufacturing
CVCY,Central Valley Community Bancorp,$288.9 M,Financials,Banks
MYFW,"First Western Financial, Inc.",$288.9 M,Financials,Banks
UTI,"Universal Technical Institute, Inc.",$288.1 M,Consumer Staples,Education & Training Services
AXTI,"AXT, Inc.",$287.5 M,Technology,Semiconductor Equipment & Materials
DHX,"DHI Group, Inc.",$286.6 M,Industrials,Staffing & Employment Services
LIVX,"LiveXLive Media, Inc.",$286.1 M,Communication Services,Entertainment
VYGR,"Voyager Therapeutics, Inc.",$286.0 M,Healthcare,Biotechnology
PCYO,Pure Cycle Corporation,$285.0 M,Utilities,Utilities—Regulated Water
GHL,"Greenhill & Co., Inc.",$283.4 M,Financials,Capital Markets
GTHX,"G1 Therapeutics, Inc.",$282.3 M,Healthcare,Biotechnology
NBN,Northeast Bank,$281.5 M,Financials,Banks
PKBK,"Parke Bancorp, Inc.",$281.4 M,Financials,Banks
FVCB,"FVCBankcorp, Inc.",$281.2 M,Financials,Banks
FRBA,First Bank,$280.9 M,Financials,Banks
ALCO,"Alico, Inc.",$280.5 M,Consumer Staples,Farm Products
MRLN,Marlin Business Services Corp.,$280.2 M,Financials,Credit Services
FBIZ,"First Business Financial Services, Inc.",$279.9 M,Financials,Banks
CERC,Cerecor Inc.,$278.7 M,Healthcare,Biotechnology
CSPR,Casper Sleep Inc.,$277.7 M,Consumer Discretionary,Specialty Retail
PSTX,"Poseida Therapeutics, Inc.",$277.4 M,Healthcare,Biotechnology
ESQ,"Esquire Financial Holdings, Inc.",$276.3 M,Financials,Banks
FCCY,1st Constitution Bancorp,$275.9 M,Financials,Banks
FLDM,Fluidigm Corporation,$275.2 M,Healthcare,Diagnostics & Research
LXRX,"Lexicon Pharmaceuticals, Inc.",$274.8 M,Healthcare,Biotechnology
GTT,"GTT Communications, Inc.",$273.5 M,Communication Services,Telecom Services
HTZZ,"Hertz Global Holdings, Inc.",$273.4 M,Industrials,Rental & Leasing Services
STXS,"Stereotaxis, Inc.",$273.3 M,Healthcare,Medical Instruments & Supplies
NC,"NACCO Industries, Inc.",$272.4 M,Energy,Thermal Coal
LMNR,Limoneira Company,$270.3 M,Consumer Staples,Farm Products
PLRX,"Pliant Therapeutics, Inc.",$269.9 M,Healthcare,Biotechnology
BWFG,"Bankwell Financial Group, Inc.",$269.9 M,Financials,Banks
RESN,Resonant Inc.,$267.9 M,Technology,Semiconductors
HCHC,"HC2 Holdings, Inc.",$267.3 M,Communication Services,Telecom Services
PBFS,"Pioneer Bancorp, Inc.",$266.8 M,Financials,Banks
EIGR,"Eiger BioPharmaceuticals, Inc.",$266.2 M,Healthcare,Biotechnology
NRIM,"Northrim BanCorp, Inc.",$265.5 M,Financials,Banks
HBIO,"Harvard Bioscience, Inc.",$264.4 M,Healthcare,Medical Instruments & Supplies
AT,Atlantic Power Corporation,$264.1 M,Utilities,Utilities—Independent Power Producers
AJX,Great Ajax Corp.,$264.1 M,Real Estate,REIT—Mortgage
PKE,Park Aerospace Corp.,$262.9 M,Industrials,Aerospace & Defense
AMTI,Applied Molecular Transport Inc.,$262.9 M,Healthcare,Biotechnology
FDBC,"Fidelity D & D Bancorp, Inc.",$262.9 M,Financials,Banks
FGBI,"First Guaranty Bancshares, Inc.",$260.7 M,Financials,Banks
NVEC,NVE Corporation,$260.6 M,Technology,Semiconductors
NDLS,Noodles & Company,$260.5 M,Consumer Discretionary,Restaurants
RRGB,"Red Robin Gourmet Burgers, Inc.",$259.0 M,Consumer Discretionary,Restaurants
VRA,"Vera Bradley, Inc.",$258.7 M,Consumer Discretionary,Footwear & Accessories
DSSI,Diamond S Shipping Inc.,$258.4 M,Energy,Oil & Gas Midstream
SCOR,"comScore, Inc.",$258.4 M,Communication Services,Advertising Agencies
CBAN,"Colony Bankcorp, Inc.",$258.0 M,Financials,Banks
MRSN,"Mersana Therapeutics, Inc.",$257.3 M,Healthcare,Biotechnology
XBIT,XBiotech Inc.,$256.5 M,Healthcare,Biotechnology
ARL,"American Realty Investors, Inc.",$255.1 M,Real Estate,Real Estate—Development
CAMP,CalAmp Corp.,$254.9 M,Technology,Communication Equipment
ORRF,"Orrstown Financial Services, Inc.",$253.7 M,Financials,Banks
NWPX,Northwest Pipe Company,$250.6 M,Industrials,Metal Fabrication
LCNB,LCNB Corp.,$249.9 M,Financials,Banks
PDLB,PDL Community Bancorp,$249.5 M,Financials,Banks
BELFB,Bel Fuse Inc.,$247.4 M,Technology,Electronic Components
IMUX,"Immunic, Inc.",$246.4 M,Healthcare,Biotechnology
ESXB,Community Bankers Trust Corporation,$246.1 M,Financials,Banks
AGS,"PlayAGS, Inc.",$243.8 M,Consumer Discretionary,Gambling
GLRE,"Greenlight Capital Re, Ltd.",$242.7 M,Financials,Insurance—Reinsurance
PANL,"Pangaea Logistics Solutions, Ltd.",$242.6 M,Industrials,Marine Shipping
LUNA,Luna Innovations Incorporated,$242.2 M,Technology,Scientific & Technical Instruments
ANH,Anworth Mortgage Asset Corporation,$242.1 M,Real Estate,REIT—Mortgage
VOXX,VOXX International Corporation,$240.9 M,Technology,Consumer Electronics
MSON,"Misonix, Inc.",$239.1 M,Healthcare,Medical Devices
EEX,"Emerald Holding, Inc.",$237.7 M,Communication Services,Advertising Agencies
CHMA,"Chiasma, Inc.",$237.2 M,Healthcare,Biotechnology
TIG,"Trean Insurance Group, Inc.",$235.8 M,Financials,Insurance—Specialty
EVI,"EVI Industries, Inc.",$235.7 M,Industrials,Industrial Distribution
WEYS,"Weyco Group, Inc.",$233.3 M,Consumer Discretionary,Footwear & Accessories
VSTM,"Verastem, Inc.",$232.5 M,Healthcare,Biotechnology
BCML,BayCom Corp,$232.0 M,Financials,Banks
FSBW,"FS Bancorp, Inc.",$232.0 M,Financials,Banks
PFSW,"PFSweb, Inc.",$231.8 M,Industrials,Specialty Business Services
TCFC,The Community Financial Corporation,$231.5 M,Financials,Banks
NWFL,Norwood Financial Corp.,$231.1 M,Financials,Banks
FCBP,First Choice Bancorp,$230.1 M,Financials,Banks
HOFT,Hooker Furniture Corporation,$229.4 M,Consumer Discretionary,"Furnishings, Fixtures & Appliances"
TNAV,"Telenav, Inc.",$228.5 M,Technology,Software—Application
TSBK,"Timberland Bancorp, Inc.",$228.0 M,Financials,Banks
EXPR,"Express, Inc.",$227.9 M,Consumer Discretionary,Apparel Retail
POWL,"Powell Industries, Inc.",$227.8 M,Industrials,Electrical Equipment & Parts
NKSH,"National Bankshares, Inc.",$226.6 M,Financials,Banks
EPM,Evolution Petroleum Corporation,$226.0 M,Energy,Oil & Gas E&P
ATLO,Ames National Corporation,$225.6 M,Financials,Banks
PFBI,"Premier Financial Bancorp, Inc.",$225.5 M,Financials,Banks
PIRS,"Pieris Pharmaceuticals, Inc.",$224.5 M,Healthcare,Biotechnology
GFN,General Finance Corporation,$222.7 M,Industrials,Rental & Leasing Services
VNRX,VolitionRx Limited,$222.2 M,Healthcare,Diagnostics & Research
ZIOP,"ZIOPHARM Oncology, Inc.",$222.2 M,Healthcare,Biotechnology
ZYXI,"Zynex, Inc.",$221.2 M,Healthcare,Medical Devices
MTRX,Matrix Service Company,$221.2 M,Industrials,Engineering & Construction
ACTG,Acacia Research Corporation,$221.1 M,Industrials,Specialty Business Services
TBNK,Territorial Bancorp Inc.,$221.1 M,Financials,Banks
VRCA,Verrica Pharmaceuticals Inc.,$221.0 M,Healthcare,Biotechnology
FNWB,First Northwest Bancorp,$220.9 M,Financials,Banks
APYX,Apyx Medical Corporation,$220.8 M,Healthcare,Medical Devices
PLBC,Plumas Bancorp,$220.7 M,Financials,Banks
CHMG,Chemung Financial Corporation,$220.1 M,Financials,Banks
SWKH,SWK Holdings Corporation,$219.8 M,Financials,Asset Management
VKTX,"Viking Therapeutics, Inc.",$219.3 M,Healthcare,Biotechnology
ODC,Oil-Dri Corporation of America,$218.5 M,Basic Materials,Specialty Chemicals
NATH,"Nathan's Famous, Inc.",$218.4 M,Consumer Discretionary,Restaurants
ICBK,"County Bancorp, Inc.",$216.9 M,Financials,Banks
CIA,"Citizens, Inc.",$216.5 M,Financials,Insurance—Life
MLP,"Maui Land & Pineapple Company, Inc.",$215.9 M,Real Estate,Real Estate—Development
PINE,"Alpine Income Property Trust, Inc.",$213.8 M,Real Estate,REIT—Diversified
MHH,"Mastech Digital, Inc.",$213.5 M,Industrials,Staffing & Employment Services
RMBI,"Richmond Mutual Bancorporation, Inc.",$213.1 M,Financials,Banks
IIN,IntriCon Corporation,$212.9 M,Healthcare,Medical Instruments & Supplies
PTVCB,Protective Insurance Corporation,$212.6 M,Financials,Insurance—Property & Casualty
OVID,Ovid Therapeutics Inc.,$211.8 M,Healthcare,Biotechnology
OPBK,OP Bancorp,$210.8 M,Financials,Banks
SMSI,"Smith Micro Software, Inc.",$210.1 M,Technology,Software—Application
CVLY,"Codorus Valley Bancorp, Inc.",$210.1 M,Financials,Banks
ORIC,"ORIC Pharmaceuticals, Inc.",$209.5 M,Healthcare,Biotechnology
CBAY,"CymaBay Therapeutics, Inc.",$208.6 M,Healthcare,Biotechnology
AMSC,American Superconductor Corporation,$208.6 M,Industrials,Specialty Industrial Machinery
BSVN,Bank7 Corp.,$208.5 M,Financials,Banks
CRMD,CorMedix Inc.,$207.9 M,Healthcare,Biotechnology
EVBN,"Evans Bancorp, Inc.",$207.9 M,Financials,Banks
GPX,GP Strategies Corporation,$207.3 M,Consumer Staples,Education & Training Services
TREC,Trecora Resources,$205.0 M,Basic Materials,Specialty Chemicals
GRTS,"Gritstone bio, Inc.",$204.7 M,Healthcare,Biotechnology
OPTN,"OptiNose, Inc.",$204.6 M,Healthcare,Drug Manufacturers—Specialty & Generic
HURC,"Hurco Companies, Inc.",$202.8 M,Industrials,Specialty Industrial Machinery
WNEB,"Western New England Bancorp, Inc.",$202.3 M,Financials,Banks
SPRO,"Spero Therapeutics, Inc.",$200.7 M,Healthcare,Biotechnology
MRBK,Meridian Corporation,$200.6 M,Financials,Banks
CLVS,"Clovis Oncology, Inc.",$200.1 M,Healthcare,Biotechnology
GORO,Gold Resource Corporation,$199.4 M,Basic Materials,Gold
CECE,CECO Environmental Corp.,$199.4 M,Industrials,Pollution & Treatment Controls
SNFCA,Security National Financial Corporation,$198.8 M,Financials,Credit Services
HRTG,"Heritage Insurance Holdings, Inc.",$198.5 M,Financials,Insurance—Property & Casualty
EXTN,Exterran Corporation,$198.2 M,Energy,Oil & Gas Equipment & Services
INFU,InfuSystem Holdings Inc.,$198.0 M,Healthcare,Medical Instruments & Supplies
NCMI,"National CineMedia, Inc.",$197.9 M,Communication Services,Advertising Agencies
KIN,"Kindred Biosciences, Inc.",$197.5 M,Healthcare,Drug Manufacturers—Specialty & Generic
WLFC,Willis Lease Finance Corporation,$196.8 M,Industrials,Rental & Leasing Services
SAMG,Silvercrest Asset Management Group Inc.,$196.3 M,Financials,Asset Management
ISTR,Investar Holding Corporation,$196.1 M,Financials,Banks
GAN,GAN Limited,$196.1 M,Consumer Discretionary,Gambling
FNCB,"FNCB Bancorp, Inc.",$195.5 M,Financials,Banks
FRGI,"Fiesta Restaurant Group, Inc.",$195.3 M,Consumer Discretionary,Restaurants
MG,"Mistras Group, Inc.",$195.0 M,Industrials,Security & Protection Services
BBXIA,BBX Capital Corp,$194.8 M,Financials,Asset Management
MTEM,"Molecular Templates, Inc.",$193.5 M,Healthcare,Biotechnology
SPPI,"Spectrum Pharmaceuticals, Inc.",$193.3 M,Healthcare,Biotechnology
USX,"U.S. Xpress Enterprises, Inc.",$192.8 M,Industrials,Trucking
CALB,California BanCorp,$191.3 M,Financials,Banks
VMD,"Viemed Healthcare, Inc.",$191.0 M,Healthcare,Medical Devices
BPRN,The Bank of Princeton,$190.8 M,Financials,Banks
ESSA,"ESSA Bancorp, Inc.",$190.3 M,Financials,Banks
LTRPA,"Liberty TripAdvisor Holdings, Inc.",$189.1 M,Communication Services,Internet Content & Information
COFS,"ChoiceOne Financial Services, Inc.",$188.6 M,Financials,Banks
URGN,UroGen Pharma Ltd.,$185.2 M,Healthcare,Biotechnology
AVEO,"AVEO Pharmaceuticals, Inc.",$184.8 M,Healthcare,Biotechnology
AOUT,"American Outdoor Brands, Inc.",$184.5 M,Consumer Discretionary,Leisure
SALT,Scorpio Bulkers Inc.,$184.4 M,Industrials,Marine Shipping
HMTV,"Hemisphere Media Group, Inc.",$184.1 M,Communication Services,Entertainment
MNSB,"MainStreet Bancshares, Inc.",$183.6 M,Financials,Banks
OSG,"Overseas Shipholding Group, Inc.",$182.8 M,Energy,Oil & Gas Midstream
ASPS,Altisource Portfolio Solutions SA,$181.9 M,Financials,Mortgage Finance
SBBP,Strongbridge Biopharma plc,$181.6 M,Healthcare,Biotechnology
GTYH,GTY Technology Holdings Inc.,$181.4 M,Technology,Software—Application
MBII,"Marrone Bio Innovations, Inc.",$180.9 M,Basic Materials,Agricultural Inputs
RGCO,"RGC Resources, Inc.",$180.8 M,Utilities,Utilities—Regulated Gas
FSFG,"First Savings Financial Group, Inc.",$179.5 M,Financials,Banks
CMCL,Caledonia Mining Corporation plc,$179.0 M,Basic Materials,Gold
SRT,"StarTek, Inc.",$178.2 M,Industrials,Specialty Business Services
EVLO,"Evelo Biosciences, Inc.",$178.0 M,Healthcare,Biotechnology
CTMX,"CytomX Therapeutics, Inc.",$177.4 M,Healthcare,Biotechnology
GNE,Genie Energy Ltd.,$176.9 M,Utilities,Utilities—Regulated Electric
DAKT,"Daktronics, Inc.",$176.8 M,Technology,Computer Hardware
ALSK,"Alaska Communications Systems Group, Inc.",$176.5 M,Communication Services,Telecom Services
DTIL,"Precision BioSciences, Inc.",$174.7 M,Healthcare,Biotechnology
ESCA,"Escalade, Incorporated",$174.5 M,Consumer Discretionary,Leisure
CODX,"Co-Diagnostics, Inc.",$174.2 M,Healthcare,Diagnostics & Research
CMCT,CIM Commercial Trust Corporation,$173.5 M,Real Estate,REIT—Office
HROW,"Harrow Health, Inc.",$173.0 M,Healthcare,Drug Manufacturers—Specialty & Generic
XAIR,"Beyond Air, Inc.",$172.4 M,Healthcare,Medical Devices
AE,"Adams Resources & Energy, Inc.",$172.3 M,Energy,Oil & Gas Integrated
IMMR,Immersion Corporation,$172.0 M,Technology,Software—Application
HWBK,"Hawthorn Bancshares, Inc.",$171.2 M,Financials,Banks
PWOD,"Penns Woods Bancorp, Inc.",$171.0 M,Financials,Banks
KVHI,"KVH Industries, Inc.",$171.0 M,Technology,Communication Equipment
CWCO,Consolidated Water Co. Ltd.,$170.7 M,Utilities,Utilities—Regulated Water
BOCH,Bank of Commerce Holdings,$170.0 M,Financials,Banks
CRTX,"Cortexyme, Inc.",$169.6 M,Healthcare,Biotechnology
PEBK,"Peoples Bancorp of North Carolina, Inc.",$168.7 M,Financials,Banks
TELA,"TELA Bio, Inc.",$168.6 M,Healthcare,Medical Devices
ELA,Envela Corporation,$168.5 M,Consumer Discretionary,Specialty Retail
RVSB,"Riverview Bancorp, Inc.",$168.0 M,Financials,Banks
SLCT,"Select Bancorp, Inc.",$167.9 M,Financials,Banks
PKOH,Park-Ohio Holdings Corp.,$167.2 M,Industrials,Industrial Distribution
LYTS,LSI Industries Inc.,$165.8 M,Technology,Electronic Components
FSTR,L.B. Foster Company,$164.8 M,Industrials,Railroads
PTRS,Partners Bancorp,$164.4 M,Financials,Banks
HBB,Hamilton Beach Brands Holding Company,$164.0 M,Technology,Consumer Electronics
FIXX,"Homology Medicines, Inc.",$163.9 M,Healthcare,Biotechnology
FLNT,"Fluent, Inc.",$163.1 M,Communication Services,Advertising Agencies
MEC,"Mayville Engineering Company, Inc.",$162.8 M,Industrials,Metal Fabrication
WRTC,"Wrap Technologies, Inc.",$162.2 M,Technology,Scientific & Technical Instruments
FCCO,First Community Corporation,$161.9 M,Financials,Banks
AKUS,"Akouos, Inc.",$161.8 M,Healthcare,Biotechnology
SAL,"Salisbury Bancorp, Inc.",$161.7 M,Financials,Banks
PICO,"PICO Holdings, Inc.",$160.9 M,Utilities,Utilities—Regulated Water
PASG,"Passage Bio, Inc.",$160.6 M,Healthcare,Biotechnology
APTX,Aptinyx Inc.,$160.0 M,Healthcare,Biotechnology
LMST,"Limestone Bancorp, Inc.",$159.8 M,Financials,Banks
CDXC,ChromaDex Corporation,$159.7 M,Healthcare,Biotechnology
SCPH,scPharmaceuticals Inc.,$157.2 M,Healthcare,Biotechnology
STND,Standard AVB Financial Corp.,$156.6 M,Financials,Banks
BSBK,Bogota Financial Corp.,$156.5 M,Financials,Banks
PXLW,"Pixelworks, Inc.",$155.7 M,Technology,Semiconductors
ASC,Ardmore Shipping Corporation,$155.6 M,Industrials,Marine Shipping
SPOK,"Spok Holdings, Inc.",$155.4 M,Communication Services,Telecom Services
FUNC,First United Corporation,$154.2 M,Financials,Banks
MESA,"Mesa Air Group, Inc.",$153.2 M,Industrials,Airlines
OFED,Oconee Federal Financial Corp.,$152.9 M,Financials,Banks
RVP,"Retractable Technologies, Inc.",$152.2 M,Healthcare,Medical Instruments & Supplies
FRAF,Franklin Financial Services Corporation,$151.9 M,Financials,Banks
CUE,"Cue Biopharma, Inc.",$151.6 M,Healthcare,Biotechnology
CPS,Cooper-Standard Holdings Inc.,$151.4 M,Consumer Discretionary,Auto Parts
OVLY,Oak Valley Bancorp,$150.8 M,Financials,Banks
EBMT,"Eagle Bancorp Montana, Inc.",$150.6 M,Financials,Banks
LAKE,"Lakeland Industries, Inc.",$150.2 M,Consumer Discretionary,Apparel Manufacturing
SNCR,"Synchronoss Technologies, Inc.",$150.0 M,Technology,Software—Application
CLPR,Clipper Realty Inc.,$149.9 M,Real Estate,REIT—Diversified
HARP,"Harpoon Therapeutics, Inc.",$149.9 M,Healthcare,Biotechnology
CKPT,"Checkpoint Therapeutics, Inc.",$149.5 M,Healthcare,Biotechnology
CVM,CEL-SCI Corporation,$148.4 M,Healthcare,Biotechnology
